,heel1,ball11,ball12,time,heel2,ball21,ball22
0,4095,4095,4095,963053,861,4076,4095
1,4095,4095,4095,963153,1087,4028,4095
2,4095,4095,4095,963253,1087,4028,4095
3,4095,4095,4095,963352,1371,3980,4095
4,3640,4095,4095,963554,2405,3869,4095
5,3539,4095,4095,963654,4095,4095,4095
6,3692,4095,4095,963754,4095,4095,4095
7,4095,4095,4095,963953,4095,4095,4095
8,4095,4095,4095,964053,4095,4095,4095
9,4095,4095,4095,964154,1271,4095,4095
10,4095,4095,4095,964253,1271,4095,4095
11,4095,4095,4095,964453,1076,4059,4095
12,4095,4095,4095,964553,1076,4059,4095
13,4095,4095,4095,964654,2143,3923,4095
14,3863,4095,4095,964854,3872,3765,4095
15,3420,4095,4095,964954,4005,3974,4095
16,3437,4095,4095,965053,4095,4095,4095
17,3583,4095,4095,965153,4095,4095,4095
18,4095,4095,4095,965354,4095,4095,4095
19,4095,4095,4095,965453,4095,4095,4095
20,4095,4095,4095,965553,4095,4095,4095
21,4095,4095,4095,966053,1888,3773,4095
22,4095,4095,4095,966154,2602,3703,4095
23,3576,4095,4095,966254,3877,3707,4095
24,3296,3992,4095,966354,3907,3955,4095
25,3581,3957,4095,966554,4095,4095,4095
26,3702,3952,4095,966653,4095,4095,4095
27,4095,4095,4095,966754,4095,4095,4095
28,4095,4095,4095,966853,2537,4095,4095
29,4095,4095,4095,967055,2537,4095,4095
30,4095,4095,4095,967156,777,4095,4095
31,4095,4095,4095,967255,777,4095,4095
32,4095,4095,4095,967455,1076,4095,4095
33,4095,4095,4095,967555,1648,4059,4095
34,3980,4095,4095,967655,4057,4014,4095
35,3434,4095,4095,967855,4095,4095,4095
36,3663,4092,4095,967955,4095,4095,4095
37,3839,4095,4095,968055,4095,4095,4095
38,4095,4095,4095,968155,4095,4095,4095
39,4095,4095,4095,968356,4095,4095,4095
40,4095,4095,4095,968455,1552,4095,4095
41,4095,4095,4095,968556,1552,4095,4095
42,4095,4095,4095,968756,990,3990,4095
43,4095,4095,4095,968856,1447,3965,4095
44,4095,4095,4095,968956,1749,3951,4095
45,3968,4095,4095,969157,3593,3773,4095
46,3554,4095,4095,969258,3989,3813,4095
47,3483,4095,4095,969357,4095,4095,4095
48,3680,4095,4095,969457,4095,4095,4095
49,3960,4095,4095,969659,4095,4095,4095
50,4095,4095,4095,969759,4095,4095,4095
51,4095,4095,4095,969859,4095,4095,4095
52,4095,4095,4095,970059,4095,4095,4095
53,4095,4095,4095,970158,1487,4095,4095
54,4095,4095,4095,970259,1487,4095,4095
55,4095,4095,4095,970359,2098,4095,4095
56,4095,4095,4095,970458,2719,3840,4095
57,4039,4095,4095,970659,3887,3719,4095
58,3696,4095,4095,970759,3943,3767,4095
59,3557,4095,4095,970859,3609,4095,4095
60,3684,4095,4095,971058,4095,4095,4095
61,3831,4095,4095,971159,4095,4095,4095
62,4095,4095,4095,971258,4095,4095,4095
63,4095,4095,4095,971359,4095,4095,4095
64,4095,4095,4095,971559,4095,4095,4095
65,4095,4095,4095,971658,983,4085,4095
66,4095,4095,4095,971758,983,4085,4095
67,4095,4095,4095,971858,2667,3879,4095
68,4095,4095,4095,972059,2667,3879,4095
69,4095,4095,4095,972158,3772,3807,4095
70,3915,4095,4095,972259,3968,3843,4095
71,3640,4095,4095,972358,4095,4095,4095
72,3825,4095,4095,972560,4095,4095,4095
73,4027,4095,4095,972660,4095,4095,4095
74,4095,4095,4095,972759,4095,4095,4095
75,4095,4095,4095,972959,4095,4095,4095
76,4095,4095,4095,973060,2664,4095,4095
77,4095,4095,4095,973159,831,3961,4095
78,4095,4095,4095,973360,831,3961,4095
79,4095,4095,4095,973459,1671,3903,4095
80,4095,4095,4095,973560,1671,3903,4095
81,3733,4095,4095,973659,4044,3996,4095
82,3513,4095,4095,973860,4095,4095,4095
83,3550,4095,4095,973959,4095,4095,4095
84,3560,4095,4095,974059,4095,4095,4095
85,3819,4095,4095,974160,4095,4095,4095
86,4095,4095,4095,974359,4095,4095,4095
87,4095,4095,4095,974459,1161,4095,4095
88,4095,4095,4095,974559,1161,4095,4095
89,4095,4095,4095,974660,1262,4095,4095
90,4095,4095,4095,974859,1262,4095,4095
91,4095,4095,4095,974960,2837,3837,4095
92,3796,4095,4095,975060,2837,3837,4095
93,3601,4095,4095,975159,4084,4095,4095
94,3602,4095,4095,975260,4095,4095,4095
95,3641,4095,4095,975461,4095,4095,4095
96,3934,4095,4095,975560,4095,4095,4095
97,4095,4095,4095,975660,4095,4095,4095
98,4095,4095,4095,975861,4095,4095,4095
99,4095,4095,4095,975960,913,4095,4095
100,4095,4095,4095,976060,913,4095,4095
101,4095,4095,4095,976161,2153,3904,4095
102,4095,4095,4095,976362,2153,3904,4095
103,3753,4095,4095,976461,3998,3674,4095
104,3488,4095,4095,976562,3998,3674,4095
105,3607,4095,4095,976661,4077,4095,4095
106,4078,4095,4095,976862,4095,4095,4095
107,4095,4095,4095,976962,4095,4095,4095
108,4095,4095,4095,977063,4095,4095,4095
109,4095,4095,4095,977163,4095,4095,4095
110,4095,4095,4095,977363,888,4095,4095
111,4095,4095,4095,977464,766,4095,4095
112,4095,4095,4095,977563,1431,3937,4095
113,4095,4095,4095,977663,4023,3668,4095
114,4095,4095,4095,977764,4023,3668,4095
115,3493,4095,4095,977964,4095,4095,4095
116,3689,4095,4095,978064,4095,4095,4095
117,3849,4095,4095,978164,4095,4095,4095
118,4095,4095,4095,978364,4095,4095,4095
119,4095,4095,4095,978464,4095,4095,4095
120,4095,4095,4095,978565,2222,4095,4095
121,4095,4095,4095,978765,848,4095,4095
122,4095,4095,4095,978866,1347,4095,4095
123,4095,4095,4095,978965,1776,4083,4095
124,4095,4095,4095,979166,3848,3815,4095
125,3728,4095,4095,979265,4056,3990,4095
126,3499,4095,4095,979366,4095,4095,4095
127,3535,4095,4095,979566,4095,4095,4095
128,3640,4095,4095,979666,4095,4095,4095
129,3941,4095,4095,979766,4095,4095,4095
130,4095,4095,4095,979967,1455,4095,4095
131,4095,4095,4095,980068,1455,4095,4095
132,4095,4095,4095,980168,1404,3939,4095
133,4095,4095,4095,980267,1404,3939,4095
134,4017,4095,4095,980467,1811,3791,4095
135,3608,4095,4095,980567,3875,3719,4095
136,3447,4095,4095,980668,3981,4095,4095
137,3515,4080,4095,980868,4095,4095,4095
138,3638,4068,4095,980968,4095,4095,4095
139,3936,4095,4095,981069,4095,4095,4095
140,4095,4095,4095,981269,4095,4095,4095
141,4095,4095,4095,981369,1182,4095,4095
142,4095,4095,4095,981470,932,4095,4095
143,4095,4095,4095,981670,1292,4015,4095
144,4095,4095,4095,981770,1673,3950,4095
145,4095,4095,4095,981870,2262,3857,4095
146,3769,4095,4095,981971,4032,3680,4095
147,3573,4095,4095,982171,4037,4011,4095
148,3767,4095,4095,982271,4095,4095,4095
149,3835,4095,4095,982370,4095,4095,4095
150,4095,4095,4095,982470,4095,4095,4095
151,4095,4095,4095,982671,4095,4095,4095
152,4095,4095,4095,982770,1702,4095,4095
153,4095,4095,4095,982871,800,4095,4095
154,4095,4095,4095,982970,1129,4095,4095
155,4095,4095,4095,983170,1704,4008,4095
156,4095,4095,4095,983270,2845,3880,4095
157,3888,4095,4095,983370,3992,3833,4095
158,3577,4095,4095,983471,4059,4093,4095
159,3670,4095,4095,983671,4095,4095,4095
160,3730,4095,4095,983770,4095,4095,4095
161,3994,4095,4095,983870,4095,4095,4095
162,4095,4095,4095,983971,4095,4095,4095
163,4095,4095,4095,984170,1437,4095,4095
164,4095,4095,4095,984271,1437,4095,4095
165,4095,4095,4095,984370,1695,4009,4095
166,4095,4095,4095,984571,1695,4009,4095
167,4095,4095,4095,984671,2427,3947,4095
168,3939,4095,4095,984770,3831,3727,4095
169,3639,4095,4095,984870,4056,3989,4095
170,3639,4092,4095,985072,4061,4095,4095
171,3803,4095,4095,985172,4095,4095,4095
172,4054,4095,4095,985272,4095,4095,4095
173,4095,4095,4095,985372,4095,4095,4095
174,4095,4095,4095,985572,4095,4095,4095
175,4095,4095,4095,985673,684,4095,4095
176,4095,4095,4095,985773,684,4095,4095
177,4095,4095,4095,985973,1213,4016,4095
178,4095,4095,4095,986073,1213,4016,4095
179,3951,4095,4095,986173,4023,3840,4095
