,heel1,ball11,ball12,time,heel2,ball21,ball22
0,4095,4095,4095,2644606,2421,4095,4095
1,4095,4095,4095,2644706,2304,4095,4095
2,4095,4095,4095,2644908,2343,4095,4095
3,4095,4095,4095,2645008,2336,4095,4095
4,4095,4095,4095,2645109,2357,4095,4095
5,4095,4095,4095,2645208,2357,4095,4095
6,4095,4095,4095,2645408,2410,4095,4095
7,4095,4095,4095,2645508,2410,4095,4095
8,4095,4095,4095,2645609,2325,4095,4095
9,4095,4095,4095,2645709,2325,4095,4095
10,4095,4095,4095,2645912,2347,4095,4095
11,3836,3872,4095,2646012,2343,4095,4095
12,4095,4095,4095,2646111,2345,4095,4095
13,4095,4095,4095,2646311,2335,4095,4095
14,4095,4095,4095,2646411,2313,4093,4095
15,4095,4095,4095,2646511,2293,4095,4095
16,4095,4095,4095,2646711,2283,4095,4095
17,4095,4095,4095,2646811,2283,4095,4095
18,4095,4095,4095,2646912,2314,4095,4095
19,4095,4095,4095,2647111,2316,4095,4095
20,4095,4095,4095,2647211,2298,4095,4095
21,4095,4095,4095,2647312,2297,4095,4095
22,4095,4095,4095,2647513,2308,4095,4095
23,4095,4095,4095,2647614,2286,4064,4095
24,4095,4095,4095,2647714,2301,4095,4095
25,4095,4095,4095,2647913,2312,4095,4095
26,4095,4095,4095,2648014,2328,4095,4095
27,4095,4095,4095,2648115,2329,4095,4095
28,4095,4095,4095,2648315,2325,4095,4095
29,4095,4095,4095,2648414,2345,4095,4095
30,4095,4095,4095,2648515,2345,4095,4095
31,4095,4095,4095,2648715,2279,4095,4095
32,3808,3836,4078,2648815,2301,4095,4095
33,4095,4095,4095,2648914,2333,4095,4095
34,4095,4095,4095,2649015,2324,4095,4095
35,4095,4095,4095,2649215,2288,4095,4095
36,4095,4095,4095,2649315,2353,4095,4095
37,4095,4095,4095,2649414,2262,4079,4095
38,4095,4095,4095,2649517,2285,4095,4095
39,4000,4094,4095,2649719,2290,4095,4095
40,4095,4095,4095,2649820,2288,4064,4095
41,4095,4095,4095,2649919,2275,4095,4095
42,4095,4095,4095,2650120,2376,4095,4095
43,4095,4095,4095,2650220,2273,4095,4095
44,4095,4095,4095,2650321,2258,4095,4095
45,4095,4095,4095,2650421,2283,4095,4095
46,4095,4095,4095,2650621,2292,4095,4095
47,3826,3839,4080,2650721,2272,4095,4095
48,4095,4095,4095,2650821,2275,4095,4095
49,4095,4095,4095,2650921,2272,4095,4095
50,4095,4095,4095,2651021,2263,4095,4095
51,4095,4095,4095,2651221,2273,4095,4095
52,4095,4095,4095,2651321,2240,4072,4095
53,4095,4095,4095,2651422,2337,4095,4095
54,4095,4095,4095,2651522,2274,4095,4095
55,4095,4095,4090,2652023,2295,4095,4095
56,4095,4095,4095,2652122,2270,4095,4095
57,4095,4095,4095,2652322,2280,4095,4095
58,4091,4095,4095,2652422,2285,4095,4095
59,4095,4095,4095,2652522,2297,4095,4095
60,4095,4095,4095,2652623,2343,4095,4095
61,4095,4095,4095,2652823,2283,4095,4095
62,4095,4095,4095,2652922,2295,4095,4095
63,4095,4095,4095,2653023,2288,4095,4095
64,4095,4095,4095,2653123,2283,4095,4095
65,4095,4095,4095,2653323,2283,4095,4095
66,4095,4095,4095,2653424,2265,4095,4095
67,4095,4095,4095,2653523,2267,4095,4095
68,4095,4095,4095,2653624,2265,4095,4095
69,4095,4095,4095,2653823,2276,4095,4095
70,3801,4095,4095,2653924,2264,4095,4095
71,4095,4095,4095,2654023,2259,4095,4095
72,4095,4095,4095,2654123,2285,4095,4095
73,4095,4095,4095,2654325,2263,4095,4095
74,4095,4095,4095,2654425,2273,4095,4095
75,4095,4095,4095,2654625,2271,4095,4095
76,4095,4095,4095,2654725,2271,4095,4095
77,4095,4095,4095,2654825,2252,4095,4095
78,4095,4095,4095,2654925,2251,4093,4095
79,4095,4087,4095,2655026,2299,4095,4095
