,heel1,ball11,ball12,time,heel2,ball21,ball22
0,4095,3798,4095,3628503,3979,4095,4095
1,4095,4095,4095,3628703,4095,4095,4095
2,4095,4095,4095,3628803,4095,4095,4095
3,4095,4095,4095,3628904,4039,4095,4095
4,4095,4095,4095,3629104,4039,4095,4095
5,4095,4095,4095,3629204,1735,4032,4095
6,4095,4095,4095,3629305,1415,3907,4095
7,4095,4095,4095,3629404,2340,3741,4095
8,4095,4095,4095,3629605,3671,3932,4091
9,4095,3729,4095,3629705,3751,4095,4095
10,4095,3837,4095,3629805,4095,4095,4095
11,4095,4095,4095,3630006,4095,4095,4095
12,4095,4095,4095,3630106,4095,4095,4095
13,4095,4095,4095,3630206,1661,3754,4095
14,4095,4095,4095,3630406,1323,3445,4095
15,4095,4095,4095,3630506,2336,3235,4095
16,4095,4095,4095,3630606,3695,3752,4095
17,3846,3419,4009,3630707,4095,4095,4095
18,4095,4095,4095,3630908,4095,4095,4095
19,4095,4095,4095,3631009,4095,4095,4095
20,4095,4095,4095,3631108,3760,3936,4095
21,4095,4095,4095,3631309,3760,3936,4095
22,4095,4095,4095,3631410,1896,3384,4095
23,3987,4047,4095,3631510,3753,3678,4095
24,4095,3706,4095,3631711,4093,4095,4095
25,4095,4095,4095,3631811,4095,4095,4095
26,4095,4095,4095,3631910,4095,4095,4095
27,4095,4095,4095,3632011,4095,4095,4095
28,4095,4095,4095,3632210,3747,4085,4095
29,4095,4095,4095,3632310,2025,3440,4095
30,4095,4095,4095,3632410,3687,3786,4095
31,4095,3733,4095,3632611,4095,4095,4095
32,4095,4095,4095,3632712,4095,4095,4095
33,4095,4095,4095,3632812,4095,4095,4095
34,4095,4095,4095,3632911,4032,4095,4095
35,4095,4095,4095,3633112,3811,4095,4095
36,4095,4095,4095,3633212,1625,3260,4095
37,4095,4027,4095,3633412,2439,3222,4095
38,4095,3997,4095,3633512,3664,3840,4095
39,4095,4095,4095,3633712,4095,4095,4095
40,4095,4095,4095,3633813,3896,4095,4095
41,4095,4095,4095,3633912,2631,3979,4095
42,4095,4095,4095,3634113,1349,3168,4095
43,4095,4095,4095,3634213,3640,3544,4095
44,4095,4095,4095,3634412,4095,4095,4095
45,4095,4095,4095,3634512,4095,4095,4095
46,4095,4095,4095,3634712,3804,4077,4095
47,4095,4095,4095,3634812,1724,3414,4095
48,4095,4095,4095,3634913,2487,3092,4095
49,4095,4088,4095,3635114,3666,3915,4095
50,4095,4095,4095,3635214,4095,4095,4095
51,4095,4095,4095,3635314,4095,4095,4095
52,4095,4095,4095,3635515,3304,3705,4095
53,4095,4095,4095,3635614,3616,3469,4095
54,4095,4095,4095,3635715,3616,3469,4095
55,4095,4095,4095,3635914,4095,4095,4095
56,3987,4030,4015,3636015,4095,4095,4095
57,4095,4095,4095,3636214,4014,4095,4095
58,4095,4095,4095,3636315,1672,3308,4095
59,4095,4095,4095,3636414,3472,3242,4095
60,4095,4095,4095,3636615,3809,4095,4095
61,4095,4095,4095,3636715,4052,4095,4095
62,4095,4095,4095,3636814,4095,4095,4095
63,4095,4095,4095,3637014,3901,4095,4095
64,4095,4095,4095,3637115,2775,3535,4095
65,4095,4095,4095,3637214,3784,4095,4095
66,4095,4095,4095,3637414,4095,4095,4095
67,4095,4095,4095,3638518,3887,4095,4095
68,4095,4095,4095,3638717,1576,3712,4095
69,4095,4095,4095,3638818,1892,3575,4095
70,4095,4090,4095,3638918,3832,3865,4095
71,4095,3816,4095,3639017,4095,4095,4095
72,4095,4095,4095,3639217,4095,4095,4095
73,4095,4095,4095,3639317,4095,4095,4095
74,4095,4095,4095,3639417,1408,4000,4095
75,4095,4095,4095,3639618,1088,3808,4095
76,4095,4095,4095,3639718,1499,3712,4095
77,4095,4095,4095,3639819,3408,3725,4095
78,4095,3607,4095,3640018,3816,4095,4095
79,4095,4095,4095,3640118,4095,4095,4095
80,4095,4095,4095,3640219,4095,4095,4095
81,3998,4046,4023,3640419,4095,4095,4095
82,4095,4095,4095,3640519,2837,3753,4095
