,heel1,ball11,ball12,time,heel2,ball21,ball22
0,3913,4095,4095,1039840,4095,4095,4095
1,3811,4095,4095,1039940,4095,4095,4095
2,4095,4095,4095,1040040,4095,4095,4095
3,4095,4095,4095,1040240,1385,4095,4095
4,4095,4095,4095,1040341,1394,4095,4095
5,4095,4095,4095,1040441,1721,4095,4095
6,4095,4095,4095,1040642,1519,4095,4095
7,4095,4095,4095,1040742,4095,4095,4095
8,4095,4095,4095,1040842,4095,4095,4095
9,4095,4095,4095,1041042,4095,4095,4095
10,4095,4095,4095,1041142,4095,4095,4095
11,4095,4095,4095,1041242,2029,4095,4095
12,4095,4095,4095,1041342,1383,4095,4095
13,4095,4095,4095,1041541,1527,4095,4095
14,4095,4095,4095,1041642,1639,4095,4095
15,4095,4095,4095,1041742,1645,4095,4095
16,3992,4095,4095,1041942,4095,4095,4095
17,4041,4095,4095,1042042,4095,4095,4095
18,4095,4095,4095,1042142,4095,4095,4095
19,4095,4095,4095,1042345,4095,4095,4095
20,4095,4095,4095,1042445,2224,4095,4095
21,4095,4095,4095,1042546,1371,4095,4095
22,4095,4095,4095,1042646,1557,4095,4095
23,4095,4095,4095,1042847,1719,4095,4095
24,3978,4095,4095,1042946,4095,4095,4095
25,3982,4095,4095,1043047,4095,4095,4095
26,4071,4095,4095,1043147,4095,4095,4095
27,4095,4095,4095,1043348,4095,4095,4095
28,4095,4095,4095,1043448,4095,4095,4095
29,4095,4095,4095,1043549,4095,4095,4095
30,4095,4095,4095,1043649,1412,4095,4095
31,4095,4095,4095,1043850,1511,4095,4095
32,4095,4095,4095,1043950,1744,4095,4095
33,4091,4095,4095,1044351,4095,4095,4095
34,4095,4095,4095,1044451,4095,4095,4095
35,4095,4095,4095,1044550,4095,4095,4095
36,4095,4095,4095,1044750,2468,4095,4095
37,4095,4095,4095,1045552,4095,4095,4095
38,4095,4095,4095,1045652,4095,4095,4095
39,4095,4095,4095,1045752,4095,4095,4095
40,4095,4095,4095,1045951,1184,4095,4095
41,4095,4095,4095,1046051,1184,4095,4095
