,heel1,ball11,ball12,time,heel2,ball21,ball22
0,3944,4095,4095,1206182,4095,4095,4095
1,3975,4095,4095,1206383,4095,4095,4095
2,4092,4095,4095,1206483,4095,4095,4095
3,4095,4095,4095,1206584,4095,4095,4095
4,4095,4095,4095,1206784,4095,4095,4095
5,4095,4095,4095,1206886,3968,4095,4095
6,4095,4095,4095,1206987,1413,3844,4095
7,4095,4095,4095,1207187,1248,4075,4095
8,4095,4095,4095,1207287,1483,4011,4095
9,4095,4095,4095,1207486,2985,3977,4095
10,4039,4095,4095,1207587,4095,3836,4095
11,4012,4095,4095,1207787,4095,4095,4095
12,4095,4095,4095,1207887,4095,4095,4095
13,4095,4095,4095,1208088,4095,4095,4095
14,4095,4095,4095,1208188,4095,4095,4095
15,4095,4095,4095,1208387,2078,3897,4095
16,4095,4095,4095,1208487,1716,3857,4095
17,4095,4095,4095,1208688,1716,3857,4095
18,4095,4095,4095,1208788,4095,3720,4095
19,4040,4095,4095,1208989,4095,4095,4095
20,4088,4095,4095,1209088,4095,4095,4095
21,4095,4095,4095,1209290,4095,4095,4095
22,4095,4095,4095,1209390,4095,4095,4095
23,4095,4095,4095,1209590,4095,4095,4095
24,4095,4095,4095,1209690,2827,3921,4095
25,4095,4095,4095,1209790,1900,3832,4095
26,4095,4095,4095,1209990,2505,3861,4095
27,4027,4095,4095,1210091,3367,3761,4095
28,4071,4095,4095,1210291,4095,4095,4095
29,4095,4095,4095,1210391,4095,4095,4095
30,4095,4095,4095,1210492,4095,4095,4095
31,4095,4095,4095,1210691,4095,4095,4095
32,4095,4095,4095,1210792,4095,4095,4095
33,4095,4095,4095,1210891,1923,3798,4095
34,4095,4095,4095,1210992,1429,3729,4095
35,4095,4095,4095,1211193,1957,3692,4095
36,4095,4095,4095,1211293,2360,3684,4095
37,4095,4095,4095,1211394,4095,3575,4095
38,3975,4095,4095,1211494,4095,4095,4095
39,4095,4095,4095,1211694,4095,4095,4095
40,4095,4095,4095,1211794,4095,4095,4095
41,4095,4095,4095,1211994,4095,4095,4095
42,4095,4095,4095,1212094,4095,4075,4095
43,4095,4095,4095,1212194,1600,3776,4095
44,4095,4095,4095,1212294,2045,3645,4095
45,4095,4095,4095,1212493,4095,3712,4095
46,3990,4095,4095,1212594,4095,3712,4095
47,3993,4095,4095,1212695,4095,4095,4095
48,4095,4095,4095,1212895,4095,4095,4095
49,4095,4095,4095,1212994,4095,4095,4095
50,4095,4095,4095,1213095,4095,4095,4095
51,4095,4095,4095,1213294,4095,4095,4095
52,4095,4095,4095,1213395,2140,3812,4095
53,4095,4095,4095,1213494,1371,3751,4095
54,4095,4095,4095,1213695,1508,3723,4095
55,4095,4095,4095,1213794,3193,3573,4095
56,4095,4095,4095,1213996,4095,4095,4095
57,4095,4095,4095,1214096,4095,4095,4095
58,4095,4095,4095,1214196,4095,4095,4095
59,4095,4095,4095,1214296,4095,4095,4095
60,4095,4095,4095,1214495,2339,4013,4095
61,4095,4095,4095,1214596,2339,4013,4095
62,4095,4095,4095,1214796,1337,3876,4095
63,4027,4095,4095,1215096,3304,3562,4095
64,4004,4095,4095,1215297,4095,4095,4095
65,4095,4095,4095,1215497,4095,4095,4095
66,4095,4095,4095,1215597,4095,4095,4095
67,4095,4095,4095,1215697,4095,4095,4095
68,4095,4095,4095,1215797,4095,4095,4095
69,4095,4095,4095,1215997,1645,3768,4095
70,4095,4095,4095,1216098,2136,3684,4095
71,4095,4095,4095,1216198,3944,3631,4095
72,3963,4095,4095,1216398,4095,3655,4095
73,4095,4095,4095,1216498,4095,4095,4095
74,4095,4095,4095,1216597,4095,4095,4095
